caption;created_at;event_sentiment;circuit_sentiment
@MotoGP @marcmarquez93 Good for him who is already confirmed as the champion because Mandalika still seems to be giving him difficulties.;2025-10-03 09.35.32;neutral;negative
BMKG sebut ada potensi hujan ringan saat MotoGP di Sirkuit Mandalika #BMKG #MotoGP #potensi #hujan #Mandalika https://t.co/c4XcYPg2vc;2025-10-05 07.02.47;neutral;neutral
Panas-panasan Pebalap MotoGP Sapa Penggemar MotoGP Mandalika 2025 https://t.co/RHhSANFjyp;2025-10-05 08.37.20;neutral;neutral
 Qualifying will be crucial more than anywhere else.¬†And for the Sprint I believe in the podium because I've been strong and consistent everywhere except in the second sector.¬†The other Ducatis? https://t.co/1ACqZzgnZ8 #alexmarquez #ducati #GresiniRacing #motogp #Mandalika;2025-10-03 12.31.34;positive;neutral
Setiap tahun penataan parkir kendaraan semakin menyusahkan penonton dan antar petugas sirkuit, polisi dan dishub kurang koordinasi. Meski berubah-ubah, namanya usai acara jalanan tidak lancar itu wajar. Lapangan parkir yang dibuat pihak sirkuit dng biaya milyaran malah tidak pernah dipakai. Ada apa ini ???;2025-10-25 08.51.31;negative;negative
Pengunjung diperbolehkan masuk tapi hanya sebatas tribun yg paling luar, lumayanlah untuk foto foto;2025-08-10 08.51.31;neutral;positive
Next week at Mandalika International Circuit 🇮🇩 !!!;2025-09-26 08.51.57;neutral;neutral
Awesome place, sirkuit bagus tapi fasilitas pendukung masih perlu disempurnakan.;2022-11-09 08.51.31;neutral;neutral
"@marcobez72  claims pole in mandalika after a session full of turn 15 crashes! 

Will be an interesting weekend for the factory ducati boys, with Mark, pecco and diggia all deep in the grid

 @meatballflagmediamotogp 
📷 @dastmedia  

#motogp";2025-10-04 10.52.55;neutral;negative
@MotoGP @25RaulFernandez @TrackhouseMoto raul sayang mandalika ;2025-10-04 03.53.52;neutral;positive
Frustrasi sedih dan putus asa. Pecco berjuang untuk menemukan jawaban di balik performanya yang menurun dalam Sprint Mandalika. Simak wawancara selengkapnya di bawah ini https://t.co/tDmOFw5BX7;2025-10-04 09.47.11;neutral;neutral
Jadwal MotoGP Mandalika Hari Ini Sabtu 4 Oktober 2025 https://t.co/z9jVqhCTfn;2025-10-04 02.41.32;neutral;neutral
Nonton MotoGP di Mandalika rasain sensasinya langsung! #BRIUntukIndonesia #BRIDukungMOTOGP #qrisbri https://t.co/rFBgZVH26H;2025-10-06 08.48.05;positive;neutral
@MotoGP @marcmarquez93 Ncen ga oleh balapan ng mandalika po ya tibo terus ng kene ‚Äç;2025-10-05 07.08.28;neutral;neutral
FOTO: Luca Marini Tercepat di Latihan Bebas MotoGP Mandalika Marquez Masih Dibayangi Rekor https://t.co/ZqlZETXMWk;2025-10-03 08.35.09;positive;neutral
Bets (about podium finishes) were made. Heads were shaved. Regrets exist 😆;2025-10-23 15.13.46;neutral;neutral
Belum Kesana.....kalau liat dimedsos, sangat bagus. Mudah mudahan dilain waktu  bisa berkunjung  dan lihat ajang internasional.;2025-06-11 08.51.31;positive;neutral
Masih on progres, besok akan di laksanakan tes pramusim, semoga berjalan dengan lancar.;2022-11-09 08.51.31;neutral;neutral
Alex dan Fermin fokus benahi performa untuk balapan utama di Mandalika https://t.co/3Fhce463Fx;2025-10-05 13.40.00;neutral;neutral
"Bagian 1 : 
MOTOGP MANDALIKA & MOTOGP Sepang 2024

Nonton langsung atau tidak ??";2024-09-11 05.47.40;neutral;neutral
MotoGP 2025;2025-10-27 20.24.31;neutral;neutral
Winners and losers from #MotoGP's best 2025 sprint so far at the #IndonesianGP: Ô∏è https://t.co/pHb0zc2pGJ https://t.co/pHb0zc2pGJ;2025-10-04 10.15.07;positive;neutral
"Pertamina Mandalika International Street Circuit
motogp #paraderiders #mandalika #mataramkita #mandalika #lombokisland #lombok #mandalikagp #mandalikacircuit #motogplombok #motogp #motogpmandalika2024 
#PertaminaMandalikaInternationalStreetCircuit
#PertaminaMandalikaInternationalStreetCircuit
#PertaminaMandalikaInternationalStreetCircuit 
#MandalikaInternationalStreetCircuit
#MandalikaInternationalStreetCircuit 
#MandalikaCircuit
#SirkuitMandalika
#MandalikaCircuit 
#SirkuitMandalika";2024-09-28 16.16.04;neutral;neutral
"Para pembalap muda Indonesia yang akan mengikuti latihan bersama Pertamina Enduro VR46 Riders Academy yang berlangsung di Pertamina Mandalika International Circuit.

📸 Team Indomotoracing

#Indomotoracing #MotoGP #MotoGP2025 #PembalapIndonesia #VR46 #vr46racingacademy";2025-01-27 12.16.08;neutral;neutral
Fermin Aldeguer jadi pemenang termuda kedua dalam sejarah MotoGP tepat di belakang Marc Marquez usai finish pertama di Sirkuit Mandalika. Next rebut posisi si Alien! https://t.co/zXeYPZHiP9;2025-10-06 02.13.10;positive;neutral
"See you next year Indonesia MotoGp In Pertamina Mandalika International Circuit… .. . ☺️
.
.

.‎ 
#lombokfiral🏝
#indonesiagp2025 
#gp2025🙌🏻❤️ 
#proudtobehondacommunity
#oneheart❤️";2025-10-07 11.59.07;positive;neutral
"Kereeen…

Sirkuit internasional kebanggaan Indonesia yang terletak di Lombok, Nusa Tenggara Barat.

Saat ke sana memang sedang tidak ada event jadi melihat sirkuit dan Tribun serta area di sekitarnya.

Sirkuit bertaraf internasional dengan Tribun dan fasilitas lainnya yang baik. Area parkir luas dan kita bisa mengunjungi Sirkuit dengan gratis untuk melihat area tertentu yang memang terbuka.

Ada beberapa aktifitas berbayar yang bisa dilakukan di sana, termasuk tur keliling, menjajal Sirkuit dengan mobil atau motor sendiri, dan masih banyak lagi.

Semoga ada kesempatan menonton salah satu perhelatan di sana.

Di sekitarnya ada hotel chain internasional, pantai Mandalika dan juga aneka restoran.";2025-10-09 08.51.31;neutral;positive
My first experience watching MotoGP Mandalika 2024 from 360 Hill was absolutely unforgettable! The energy was incredible, the atmosphere was so exciting, and the views were breathtaking. happy! #MotoGPMandalika #EpicVibes #360View;2024-09-29 18.58.22;positive;positive
".jpg from Mandalika
📸 by  @vaclavduskajr  for  @trackhousemotogp 
#Allin25 #RF25FanClub 
#RF25🔥🚀 
#MotoGP #IndonesianGP 🇮🇩";2025-10-10 15.41.57;neutral;neutral
InJourney Ungkap Multiplier Effect MotoGP Mandalika 2025 [ Senin Buzz #Astakom #GenZTakeAway ] https://t.co/qM25wAcEiC;2025-10-06 04.01.02;neutral;neutral
"Race day for the  @vr46racingteam  here in Mandalika. 
Grazie team, always a pleasure… 🫶🏾

Good luck my bro  @fabiodiggia49";2025-10-05 11.51.29;positive;neutral
Motogp  @pertamina  mandalika international cirkuit  @vr46racingteam  ,, see you next year guyss;2024-09-29 20.33.59;positive;neutral
"Siapa tau ada yg mau bergaya seperti pembalah Ducati, sukseskan MotoGP di Mandalika

Ultra-realistic photorealistic scene featuring (insert your exact face photo reference) wearing a Ducati Lenovo Team MotoGP racing suit, squatting next to his motorbike on the Mandalika Circuit track. The motorbike is fully detail with number 03, accurate Ducati Lenovo Team branding, and realistic textures. He is without a helmet, wearing stylish sunglasses, with natural lighting and shadows on the track";2025-10-04 17.12.04;positive;neutral
Zaman ni mana ada orang layan sangat Desmosedici GP3-GP7…ramai minat YZR M1 dengan RC211V sebab tengah top la katakan. Tu belum lagi cerita zaman Crutchlow dengan Iannone. Start tahun 2023 sampai tahun ni dah terbalik. 😌;2025-10-28 09.21.19;neutral;neutral
MotoGP Mandalika: Basarnas 3 Kali Evakuasi Medis Udara dengan Cepat  https://www.beritasatu.com/sport/2928726/motogp-mandalika-basarnas-3-kali-evakuasi-medis-udara-dengan-cepat?utm_source=dlvr.it&utm_medium=threads;2025-10-06 12.28.17;positive;neutral
"🔥 Antusiasme pecah di Riders Parade Pertamina Grand Prix of Indonesia 2025 hari ini!
Ribuan fans memenuhi jalanan Mataram untuk menyambut para pembalap MotoGP dari dekat.

Suasana meriah, penuh sorakan, dan semangat luar biasa jadi bukti hangatnya dukungan Indonesia untuk ajang balap dunia. 🏁

📅 3–5 October 2025 | Pertamina Mandalika International Circuit

#MandalikaCircuit #SirkuitMandalika #PertaminaGrandPrixOfIndonesia
#burnthelimit #indonesiangp #motogp #motogp2025";2025-10-07 09.11.34;positive;neutral
#indonesiangp 🇮🇩 Day 1 ✅  @themandalikagp   @canonespana   @motorbikemag  #robledo #porritagram #2024 #motogp #motorsport #sportphotography #canon #eosr3 #canonpromaster #mandalika #Extreme #bike #bikelife #instabike #2wheels #agameoftones #instasportphoto #explore #travel #GP #sportphoto #instamotogallery #bikeporn #picoftheday #motorsport #motorbike #action;2024-09-27 19.37.29;neutral;neutral
Joget Pacu Jalur Bareng Marc Marquez di MotoGP Mandalika 2025 Rayyan Arkhan Dikha Dapat Hadiah Sepatu Balap https://t.co/TjEj8qqypY;2025-10-04 13.25.04;neutral;neutral
"Hasil kualifikasi MotoGP Mandalika. Untuk pertama kalinua tidak ada sosok Senior di atas Podium dan juga pertama kali tiga yamaha masuk 10 besar.

#mandalika #motogp #kualifikasi #startinggrid #poleposition";2025-10-04 11.31.40;neutral;neutral
Jangan kesini diatas jam 9 pagi, vanaaasnya ampun kawan;2022-11-09 08.51.31;negative;neutral
Sirkuit Internasional Mandalika Pertamina merupakan sirkuit yang dibangun di kawasan Indonesia Timur. Dahulu dalam dunia otomotif Indonesia dikenal dengan Sirkuit Sentul, dan kini Indonesia juga memiliki sirkuit Mandalika yang berada di Lombok. Sirkuit ini telah menjadi salah satu tuan rumah resmi dari seri event Grand Prix MotoGP. Adanya sirkuit ini semakin meningkatkan dunia pariwisata di Lombok. Di sekitar sirkuit saja telah berdiri hotel-hotel. Wisata pantai dan bukit juga ada di sekitaran Mandalika;2024-11-08 08.51.31;positive;positive
Yang komen, belum tentu ke Mandalika. Bisa jd kalo nonton motoGP race pakenya link haram. Kenapa gue nulis gini? Krn kalo beneran suka motorsport, mikirnya gak gini. Btw gue juga kerja di Mandalika, di Singapore pun krn ada kerjaan di F1. Nasionalisme banget ? 🤣🤣🤣;2025-10-06 15.22.03;neutral;neutral
"Jerome Polin jadi pusat perhatian setelah kesialan Duo Marquez di Mandalika! Apakah aura magisnya membawa sial? 🤔

#JeromePolin
#DuoMarquez
#MotoGPMandalika2024
#Kesialan
#Balapan
#MotoGP
#GresiniRacing
#Mandalika";2024-09-30 17.56.33;neutral;neutral
Ready to feel the vibes of speed and adrenaline? Ô∏è Rasakan euforia balap dunia di MotoGP Pertamina Grand Prix 2025 di Mandalika International Circuit 3-5 Oktober 2025. Let s go! Pastikan kamu jadi bagian dari momen seru ini https://t.co/MYccN6c3xP;2025-10-02 05.30.14;positive;neutral
"Maximo Quiles, pembalap muda Aspar Team, terlihat melakukan track familiarisation di Pertamina Mandalika International Circuit 🏁🔥
Momen ini jadi spesial karena merupakan debut perdananya balapan di Mandalika 🇮🇩✨

Siap-siap lihat aksi pertama Maximo di lintasan kebanggaan Indonesia! 💨

📸 Team Indomotoracing

#Indomotoracing #MotoGP #MotoGP2025 #Mandalika #IndonesiaMendunia #ITDC #Injourney #TheMandalika #MGPA";2025-10-02 15.42.06;positive;positive
"Lekas sembuh  @marcmarquez93  💪

📸 GPRI

#GPRacingIndonesia #GPRI #RespectAllRiders #MotoGP #IndonesianGP #mandalika #marcmarquez #ducati";2025-10-07 13.22.59;neutral;neutral
MotoGP Mandalika = Balapan keren + UMKM makin kenceng! Ô∏è #BRIUntukIndonesia #BRIDukungMOTOGP #qrisbri https://t.co/LwODxUnF6t;2025-10-06 08.19.53;positive;neutral
"Amazing sircuit Mandalika
Kebetulan kesini bukan waktu race dan dalam agenda Y20 jadi bisa masuk.
Banyak pemandangan yang masyallah tabarakallah.";2023-11-09 08.51.31;neutral;positive
"Rangkaian Pra-Event MotoGP Mandalika 2025: Riders Parade hingga Paddock Tour untuk Pelajar

Lombok Tengah,  Jurnalekbis.com  – Menjelang perhelatan Pertamina Grand Prix of Indonesia 2025 di Sirkuit Mandalika, panitia menyiapkan tiga rangkaian kegiatan pra-event yang dirancang untuk mendekatkan MotoGP dengan masyarakat Lombok. Program tersebut adalah Riders Parade MotoGP…

 https://jurnalekbis.com/2025/09/14/rangkaian-pra-event-motogp-mandalika-2025-riders-parade-hingga-paddock-tour-untuk-pelajar/";2025-09-14 11.24.33;neutral;neutral
"@motogp  Race Day 🏁🏁🏁

Congrats  @89jorgemartin  ,  @37pedroacosta  , and  @pecco63  !!! 

The race was quite intense - four drivers were down on the first lap, and during the last laps prolly only half of the racers survived. But at the end of the day, #IndonesiaGP was FUN!!! . 

And that concludes my Mandalika weekend with  @sakurock91  and my dad . 

#MotoGP #Mandalika #motorsports #raceday #travel #Lombok";2024-09-29 21.15.39;positive;neutral
"Marc Marquez VS Kutukan Mandalika 😱
Dari jatuh di tikungan 13 tahun 2023,
sampai ditabrak di tikungan pertama MotoGP 2025! 💥
Empat tahun, empat tragedi…
Sepertinya Mandalika belum mau berdamai dengan sang Baby Alien 👀🔥

#MotoGP #MarcMarquez #MotoGPMandalika #MotoGP2025 #MarquezCrash #MotoGPDrama #MandalikaGP";2025-10-06 14.21.58;negative;negative
Sweet Dream..Mandalika MotoGP Castrol 2025;2025-10-03 13.37.22;positive;neutral
"MotoGP Mandalika 2025 Dongkrak Pertumbuhan Ekonomi Daerah dan Catat Penyelenggaraan Terbaik

MotoGP Mandalika 2025 kembali menjadi sorotan dunia olahraga dan pariwisata Indonesia dengan kesan luar biasa sebagai penyelenggaraan terbaik. Gelaran balap motor internasional ini tidak hanya menghadirkan tontonan mendebarkan

 https://www.romisaputra.com/2025/10/motogp-mandalika-2025-dongkrak-pertumbuhan-ekonomi.html";2025-10-05 14.09.26;positive;neutral
"Semplicemente grazie, Mugello! ⚜️🇮🇹

#ItalianGP #MotoGP #PertaminaEnduroVR46RacingTeam";2025-06-23 00.43.41;neutral;neutral
Last Promo Tiket Nonton MotoGP Sepang 24-26 Okt’25 di SEP CERIA bersama KONSORSIUM, segera order krn kuota terbatas yah gaesss!!! Now or Never, hub cab Travel Agent terdekat di kota Anda atau bisa jg ping me utk detailnya > Konsorsium authorized ticket agent official utk MotoGP Buriram-Mandalika-Sepang di 🇲🇨;2025-09-02 20.09.48;neutral;neutral
Pembalap Ducati Marc Marquez tidak yakin bisa tampil optimal dan meraih hasil memuaskan pada MotoGP Indonesia 2025 https://t.co/xaqHXMlBeS;2025-10-03 14.42.00;negative;neutral
"Ikutan malu 🫠🫠
Bule aja heran kenapa MotoGP di Mandalika bisa sepi Penonton nya 🫣🫣";2025-09-22 19.00.49;negative;neutral
Mudah2n bisa menjadi lebih baik lagi... Semngat mandalika.;2022-11-09 08.51.31;positive;positive
Suasana Memanas di Pit Stop! Mandalika Siap Gelar Duel MotoGP 2025 https://t.co/hI93RmO8Ax;2025-10-05 07.05.16;positive;neutral
"Bagian 1 : 
MOTOGP MANDALIKA & MOTOGP Sepang 2024

Nonton langsung atau tidak ??";2024-09-11 05.47.40;neutral;neutral
"Penjualan tiket MotoGP Mandalika 2.
selengkapnya
svkmana Harga hotel makan tiket pesawat ya naikin tapi masuk
akal, bikin paketan kayak biro"" wisata gitu yg harganya masuk
akal.

#berita #breakingnews #reals #mandalika";2025-09-30 02.32.24;neutral;neutral
Moto GP 2025 | Sepang international Circuit;2025-10-26 19.59.42;neutral;neutral
sirkuit kebanggan Indonesia, keren, harusnya maju ini Lombok dan masyarakyatnya,  dijaga ya fasilitas umumnya;2023-11-09 08.51.31;neutral;positive
Semoga ada perbaikan untuk bangku penonton model masih lama tidak modern seperti sirkuit Malaysia;2024-11-08 08.51.31;neutral;negative
MotoGP Mandalika 2025 mencetak rekor penonton dengan 140.324 fans. Pembalap Gresini Racing Fermin Aldeguer meraih kemenangan di balapan ini. https://t.co/jHDg6aG5Jf;2025-10-06 10.35.20;positive;neutral
"Sirkuit yang dibangun yang salah satu tujuan utamanya mengangkat sektor pariwisata di Indonesia Bagian Timur utamanya Nusa Tenggara.  Yang memang banyak spot yang indah. Mulai dari pantai, laut,pulau2 sekitar pulau lombok ,  bukit, air terjun, culture dan masyarakatnya.
Kualitas jalan di lombok menuju sirkuitblebar dan mulus .. keren.
Apalagi tidak ada kemacetan, semakin menarik untuk dikunjungi.";2025-03-13 08.51.31;neutral;positive
MotoGP Mandalika 2025;2025-10-07 20.29.33;neutral;neutral
"Another MotoGP weekend rolls into Sepang, and the script remains the same. The roar, the heat, the hype, all unchanged. 

Almost than three decades since the Grand Prix first roared to life here, the race feels caught in a familiar loop.";2025-10-27 16.15.15;negative;neutral
"🏍️👑🔥“Speed & Style: Ducati Rider 🏁🔥🕶️”🏍️💨😎

Ultra-realistic photorealistic scene featuring [insert your exact face photo reference] wearing a Ducati Lenovo Team MotoGP racing suit, squatting next to his motorbike on the Mandalika Circuit track. The motorbike is fully detailed with number 07, accurate Ducati Lenovo Team branding, and realistic textures. He is without a helmet, wearing stylish sunglasses, with natural lighting and shadows on the track.";2025-10-01 16.22.29;neutral;neutral
"Bangga banget bisa jadi tuan rumah, bangga bisa nunjukin hospitality & budaya kita ke mata dunia.
Welcome champs, welcome to Mandalika ❤️🌺”

#MotoGP #MotoGP2025 #Mandalika #Lombok #WelcomeChamps #MotoGPLombok #MandalikaGP #RacingVibes #LombokBangga #HospitalityLombok #ExploreLombok #IndonesiaBangga";2025-10-01 05.11.30;positive;neutral
Link Nonton Gratis MotoGP: Saksikan Pertamina Grand Prix of Indonesia di Mandalika 2025 https://t.co/P6vX1wtfUv;2025-10-05 07.32.22;neutral;neutral
Bos Yamaha Puji Indonesia di MotoGP Mandalika: Sangat Spesial https://t.co/VIwAoM7mZc;2025-10-06 19.01.06;positive;neutral
Yang terlemah belum tentu kalah. Johann Zarco membawa Castrol Honda LCR RC213V, motor terlemah di grid MotoGP saat ini meraih kemenangan di Le Mans dalam balapan yg super kacau. Kemenangan Zarco mengakibatkan rekor tak terkalahkan Ducati yg berlangsung sejak GP Spanyol tahun lalu terhenti.;2025-05-12 01.27.58;negative;neutral
Setelah sukses hadirkan listrik andal di 3 gelaran MotoGP Mandalika sebelumnya PLN kembali memastikan kesiapan pasokan listrik terbaik untuk gelaran MotoGP 2025. https://t.co/UBkS3kHsCl;2025-10-04 09.17.18;positive;positive
Thankyou mandalika  @motogplombok   @motogp  #gpmandalika2025;2025-10-05 16.00.00;positive;neutral
Heran dah ada aja yg komen brbau politik. Mau Mandalika mau JIS kek klo udh urusan olahraga yg mau nyampur2 urusan politik biar org gede2 aja. Kita mah nikmatin klo bisa beli tiket. Gk bisa masih ada TVlive. Gw gk dukung Mulyono tp gk smua2ny dibawa-bawa ksono.;2025-10-05 23.20.03;neutral;neutral
Pakai BPJS;2025-10-07 08.03.16;neutral;neutral
Harga Tiket MotoGP Mandalika 2025 untuk Warga KTP NTB;2025-09-21 17.09.58;neutral;neutral
Well that was weird... The Mandalika #MotoGP round was wild in good and bad ways so David Steve and Neil talk you through what happened. Is Fermin Aldeguer really that good? Bezzecchi/Marquez crash dissected Factory Ducati's terrible weekend and more! https://t.co/8GYGVExqo4;2025-10-05 17.23.30;neutral;neutral
"Marc Marquez alami cedera ligamen di bahu sebelah kanan setelah jatuh di race MotoGP Mandalika 2025. 

GWS Marquez! 😭🙏";2025-10-05 15.06.07;neutral;neutral
@everyoneislier @MotoGP We can t even afford the plane tickets to and from the island of Lombok lmaooo;2025-10-04 03.28.54;negative;neutral
Marquez tidak pernah Finish di Indonesia #IndonesianGP #MotoGP #Mandalika https://t.co/cJJVH1cf6A;2025-10-05 07.53.38;neutral;neutral
Event MotoGP Mandalika sebentar lagi di Circuit mandalika mari bertamasya memeriahkan bersama yang tersayang kita lihat jagoan masing masing siapakah yang akan menjadi juara Dunia tahun ini.? #Tiket_Moto_GP👇👇👇👇👇👇;2025-09-27 11.20.17;positive;neutral
Ultah anak;2025-09-30 17.51.09;neutral;neutral
"Fabio Quartararo menyedot perhatian warga Mandalika jelang MotoGP 2025. Sebelum race utama, pembalap asal Prancis itu terlihat lari pagi di jalanan desa Kuta, Lombok Tengah, NTB (2/10). Aksi santainya ini menjadi sorotan karena bertepatan dengan persiapan akhir MotoGP Mandalika 2025 yang akan digelar 3–5 Oktober di Sirkuit Pertamina Mandalika.

#beluupdate";2025-10-02 18.23.39;positive;neutral
@MotoGP @marcmarquez93 kena sial setelah ketemu Wowo. Mandalika #IndonesianGP #MotoGP https://t.co/W0jEWsxFyt;2025-10-05 09.53.36;neutral;neutral
MotoGP Indonesia bukan cuma soal balapan. Ini tentang kecepatan emosi dan energi ribuan fans yang bersatu di Mandalika. Dari deru mesin 360 km/h hingga sorak dukungan yang menggema di tribun MotoGP Indonesia adalah panggung di mana adrenalin bertemu kebanggaan nasional. https://t.co/Ghik2uC44M;2025-10-05 03.51.07;positive;positive
Lebih dari 140 ribu penonton memadati Sirkuit Mandalika dalam gelaran event MotoGP Mandalika 2025 dan semua agenda ajang internasional ini dapat berjalan aman tertib serta lancar berkat kerja keras dan sinergi seluruh personel pengamanan. https://t.co/zG1KusT0yL;2025-10-05 23.50.07;positive;neutral
"RCB x MotoGP 2025

Last Day! - Hari Raya Motorsport Malaysia dah sampai hari yang terakhir! Cepat geng, laju2 ke booth RCB untuk grab merchandise2 terbaru RCB.

#RCB #RCBMalaysia #MotoGp2025 #SepangGP";2025-10-26 10.29.32;neutral;neutral
Hasil Latihan Bebas 1 MotoGP Mandalika 2025: Marc Marquez Terlempar dari 3 Besar Adik Valentino Rossi Tercepat! https://t.co/y3EVs6l4Bz;2025-10-03 04.05.03;neutral;neutral
MotoGP Mandalika 2025: Marc Marquez Patah Tulang Bahu https://t.co/8VTWHWC2W7;2025-10-05 08.41.20;neutral;neutral
Selama penyelenggaraan Motogp di Mandalika juaranya beda terus ya wkwk;2025-10-05 10.23.40;neutral;neutral
"MotoGP Mandalika 2024 Sementara penonton sepi, Menparekraf tetap optimis! Dengan tantangan harga akomodasi yang melambung, Indonesia berusaha jadi tuan rumah yang sukses.

#nowdots #motogp #mandalika #lombok";2024-09-25 17.59.57;positive;neutral
Mandalika is calling! Mandalika sudah memanggil ☎️;2025-10-01 06.59.06;neutral;positive
Siang ini smbil nonton motogp sprint race mandalika 🏍️🏍️;2025-10-04 14.15.41;neutral;neutral
Momen pembalap MotoGP seperti Marc Marquez Franco Morbidelli Joan Mir dan Luca Marini bersiap untuk tampil pada Sprint Race MotoGP Mandalika 2025 Sabtu (04/10/2025). #bolacomid #blclpt #motoGP #mandalika https://t.co/HN5sRnfJ0y;2025-10-04 07.41.53;neutral;neutral
Pembalap Gresini Racing Fermin Aldeguer berhasil menjadi sosok yang finis pertama pada MotoGP Indonesia 2025. Di sisi lain kutukan Marc Marquez di Sirkuit Mandalika berlanjut! https://t.co/jdsTEUiTja;2025-10-05 08.26.37;positive;negative
"Datang kesini menyaksikan pergelaran motoGP 2023

Lokasi : jauh dr pusat kota mataram, tapi akses nya mudah ada jalan by pass dan jalan raya biasa

Suasana : sirkuit nya megah, parkiran nya luas, penunjuk jalan / gate masuk ke grandstand cukup jelas

Kekurangan : akses ke parkiran (non VIP) cukup jauh dan harus naik shuttle bis 2x,, penonton juga rebutan untuk naik bis, mungkin ke depannya bisa diatur lebih tertib... tambahan kalo bisa disekitar sirkuit ditambah pepohonan biar adem 😀";2024-11-08 08.51.31;positive;negative
crowd check grand stand .. alhamdulillah pengunjung mencapai 140rb orang di Sirkuit Mandalika- motogp 2025 🇮🇩🏍;2025-10-05 21.34.13;positive;neutral
@MotoGP @marcmarquez93 What is World Champions ? Marc Marquez still never win in Mandalika ;2025-10-05 07.07.05;neutral;neutral
"@motogp   @taiyofurusato72  is a new #Moto3 race winner! 

#MalaysianGP🇲🇾";2025-10-26 13.25.33;positive;neutral
"Pengamanan MotoGP Mandalika Rinjani 2025 dilakukan ketat di zona barat. Polri bersama instansi terkait dan masyarakat mengatur arus masuk penonton menuju sirkuit, berdasarkan stiker kendaraan dan warna gelang yang digunakan.(4/10).

Kolaborasi ini memastikan ajang internasional berjalan aman, tertib, dan nyaman, sekaligus menjadi kebanggaan Indonesia di mata dunia.

#operasimandalikarinjani2025
#MotoGPMandalika2025 #PengamananMandalika #IndonesiaBangga #MotoGPIndonesia #wonderfulindonesia";2025-10-04 11.20.02;positive;neutral
MotoGP25 dump;2025-10-28 16.31.57;neutral;neutral
Sirkuit Internasional Mandalika;2024-11-08 08.51.31;neutral;neutral
"""Aldeguer Menang Perdana Di Motogp Indonesia, Ducati Pulang Dengan Tangan Hampa""

""Fermin Aldeguer meraih kemenangan perdana di MotoGP Indonesia, menjadi pembalap termuda kedua setelah menunjukkan potensi luar biasa.""
Jangan lupa ya bro tetap ikuti perkembangan info upadate update terbaru seputar dunia motogp di channel ini jangan lupa like comment and subscribe😃🏁

#MotoGP #Aldeguer #Mandalika #Ducati #IndonesianGP #Kemenangan";2025-10-05 21.52.16;positive;neutral
"3 pembalap yang tahun lalu mengisi front row pada MotoGP Australia harus absen pada gelaran musim ini dikarenakan cedera 🥺

Get well soon,  @marcmarquez93  ,  @89jorgemartin  &  @maverick12official  🫶

👨‍💻 HAMMER
_____________
#motomainly #motogp #racing #motorsport #motorcycle #sportsnews #ducati #marcmarquez #aprilia #jorgemartin #ktm #maverickvinales #AustralianGP";2025-10-15 08.20.39;neutral;neutral
"Kalian penasaran gak sama livery special  @vr46racingteam  buat #IndonesianGP nanti?

Nah buat gambarannya kayak gimana, udah dispill nih sama  @12dipoakbar 

Katanya sih cantik banget 🔥

#MotoGP #VR46 #Mandalika";2025-09-30 15.03.05;positive;neutral
MotoGP Mandalika 2025 Practice Results: Bezzecchi Fastest Marquez Crashes Twice https://t.co/1rch7yRpFn #TempoEnglish;2025-10-03 11.35.06;neutral;neutral
2025 Aprilia MotoGP Sepang;2025-10-29 01.45.31;neutral;neutral
Marc Marquez的個人魅力是我看過MotoGP到目前為止最完美的。;2025-09-29 10.28.38;neutral;neutral
Marco Bezzecchi says he is still suffering physically despite being fastest in Practice in Mandalika üáÆüá© #MotoGP #IndonesianGP https://t.co/MMICMhP1El;2025-10-03 15.02.36;neutral;neutral
"Done Gp Malaysia for this year.
#gp #motor 
#sepanginternationalcircuit";2025-10-26 16.29.03;neutral;neutral
"Mandalika is calling! 

Ikuti MMM Garage untuk berita dunia sukan permotoran anda.

RCB 30th Anniversary Limited  https://s.shopee.com.my/8zw64RqEc8 

#MMMGarage #MMMG #MMMMotorsports #SepangCircuit #MotoGP #MalaysianGP #IndonesianGP 🇮🇩 #MotoGP";2025-10-01 07.51.41;positive;neutral
"Belum pernah mampu menaklukkan sircuit Mandalika

#indonesia #lombokpoenya #lombok #motogp #motogp2025🏍️💨🏁🇹🇭";2025-10-05 18.01.19;neutral;negative
"MotoGP in Sepang 2025

#motogp #sepanginternationalcircuit #malaysia";2025-10-28 20.45.05;neutral;neutral
@BanggMi @LambeResing desainernya dikasih experience buat nonton langsung motogp mandalika bang;2025-10-05 16.38.27;neutral;neutral
"Buat yang belum tau Hosting fee MotoGP adalah biaya yang harus dibayar oleh tuan rumah penyelenggara MotoGP kepada Dorna Sports selaku pemegang hak komersial MotoGP

Biaya ini mencangkup berbagai aspek bro, seperti : biaya akomodasi, transportasi, promosi atau pemasaran, keamanan dll terkait dengan penyelenggaraan MotoGP";2024-09-18 10.31.42;neutral;neutral
"Team Ducati panik, The Baby Alien 2 kali jatuh

#motogp #mandalika #lombokntb #indonesia  #fyp";2025-10-03 19.20.58;negative;neutral
Indonesia siap mencatat sejarah baru dengan diresmikannya Museum MotoGP pertama di dunia, yang berlokasi di Sirkuit Internasional Pertamina Mandalika. Museum ini merupakan kolaborasi antara Indonesia dan Dorna Sports, organisasi yang mengelola ajang balap MotoGP, dan akan dibuka secara resmi pada 27 September 2024 bertepatan dengan Grand Prix of Indonesia. Lanjut ⇣;2024-09-23 21.54.20;positive;neutral
